Event Name,Log Source,Event Count,Start Time,Low Level Category,Source IP,Source Port,URL (custom),Destination IP,Destination Port,Username,Magnitude
"DIRECT","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:39:37 PM","Access Permitted","10.6.162.46","49508","N/A","40.90.137.120","443","wgonzalez","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:39:37 PM","Object Not Cached","10.6.162.46","49692","mlpinfosec.slack.com","13.226.39.153","443","wgonzalez","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:39:34 PM","Object Not Cached","10.6.162.46","49692","mlpinfosec.slack.com","13.226.39.153","443","wgonzalez","6"
"DIRECT","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:39:30 PM","Access Permitted","10.6.162.46","49719","roaming.officeapps.live.com:443/","52.109.92.24","443","wgonzalez","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:39:28 PM","Object Not Cached","10.6.162.46","49715","slack.com","13.225.64.153","443","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:39:25 PM","Object Not Cached","10.6.162.46","49715","slack.com","13.225.64.153","443","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:39:25 PM","Object Not Cached","10.6.162.46","49715","slack.com","13.225.64.153","443","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:39:25 PM","Object Not Cached","10.6.162.46","49715","slack.com","13.225.64.153","443","N/A","6"
"TCP_ACCELERATED","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:39:25 PM","Information","10.6.162.46","49715","slack.com:443/","13.225.64.153","443","N/A","7"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:39:19 PM","Object Not Cached","10.6.162.46","49692","mlpinfosec.slack.com","13.226.39.153","443","wgonzalez","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:39:13 PM","Object Not Cached","10.6.162.46","49692","mlpinfosec.slack.com","13.226.39.153","443","wgonzalez","6"
"TCP_ACCELERATED","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:39:12 PM","Information","10.6.162.46","49697","slack-imgs.com:443/","13.225.201.63","443","wgonzalez","7"
"TCP_ACCELERATED","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:39:12 PM","Information","10.6.162.46","49696","slackb.com:443/","54.87.175.4","443","wgonzalez","7"
"TCP_CLIENT_REFRESH","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:39:12 PM","Object Not Cached","10.6.162.46","49697","slack-imgs.com","13.225.201.63","443","wgonzalez","6"
"DIRECT","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:39:10 PM","Access Permitted","10.6.162.46","49471","mpgops.service-now.com:443/","149.96.33.210","443","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:39:09 PM","Object Not Cached","10.6.162.46","49692","mlpinfosec.slack.com","13.226.39.153","443","wgonzalez","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:39:09 PM","Object Not Cached","10.6.162.46","49691","N/A","172.217.197.188","5228","wgonzalez","6"
"TCP_ACCELERATED","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:39:09 PM","Information","10.6.162.46","49691","mtalk.google.com:5228/","172.217.197.188","5228","wgonzalez","7"
"TCP_ACCELERATED","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:39:09 PM","Information","10.6.162.46","49692","mlpinfosec.slack.com:443/","13.226.39.153","443","wgonzalez","7"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:48 PM","Object Not Cached","10.6.162.46","49670","ctldl.windowsupdate.com","8.250.101.254","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:35 PM","Object Not Cached","10.6.162.46","49599","2.dl.delivery.mp.microsoft.com","72.22.185.198","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:33 PM","Object Not Cached","10.6.162.46","49612","9.dl.delivery.mp.microsoft.com","205.185.216.42","80","N/A","6"
"DIRECT","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:33 PM","Access Permitted","10.6.162.46","49509","N/A","52.6.103.57","443","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:32 PM","Object Not Cached","10.6.162.46","49599","2.dl.delivery.mp.microsoft.com","72.22.185.198","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","7","Sep 27, 2019, 12:38:32 PM","Object Not Cached","10.6.162.46","49625","9.tlu.dl.delivery.mp.microsoft.com","205.185.216.10","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:31 PM","Object Not Cached","10.6.162.46","49625","9.tlu.dl.delivery.mp.microsoft.com","205.185.216.10","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","15","Sep 27, 2019, 12:38:31 PM","Object Not Cached","10.6.162.46","49606","11.tlu.dl.delivery.mp.microsoft.com","72.21.81.240","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:31 PM","Object Not Cached","10.6.162.46","49606","11.tlu.dl.delivery.mp.microsoft.com","72.21.81.240","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:31 PM","Object Not Cached","10.6.162.46","49625","9.tlu.dl.delivery.mp.microsoft.com","205.185.216.10","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:31 PM","Object Not Cached","10.6.162.46","49606","11.tlu.dl.delivery.mp.microsoft.com","72.21.81.240","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:30 PM","Object Not Cached","10.6.162.46","49625","9.tlu.dl.delivery.mp.microsoft.com","205.185.216.10","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:30 PM","Object Not Cached","10.6.162.46","49606","11.tlu.dl.delivery.mp.microsoft.com","72.21.81.240","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:30 PM","Object Not Cached","10.6.162.46","49612","9.dl.delivery.mp.microsoft.com","205.185.216.42","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:29 PM","Object Not Cached","10.6.162.46","49599","2.dl.delivery.mp.microsoft.com","72.22.185.198","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","2","Sep 27, 2019, 12:38:28 PM","Object Not Cached","10.6.162.46","49625","9.tlu.dl.delivery.mp.microsoft.com","205.185.216.10","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:27 PM","Object Not Cached","10.6.162.46","49599","2.dl.delivery.mp.microsoft.com","72.22.185.198","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","6","Sep 27, 2019, 12:38:27 PM","Object Not Cached","10.6.162.46","49606","11.tlu.dl.delivery.mp.microsoft.com","72.21.81.240","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:26 PM","Object Not Cached","10.6.162.46","49612","9.dl.delivery.mp.microsoft.com","205.185.216.42","80","N/A","6"
"DIRECT","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:25 PM","Access Permitted","10.6.162.46","49644","N/A","64.4.54.18","443","N/A","6"
"TCP_ACCELERATED","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:25 PM","Information","10.6.162.46","49646","geover-prod.do.dsp.mp.microsoft.com:443/","104.67.6.71","443","N/A","7"
"DIRECT","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:25 PM","Access Permitted","10.6.162.46","49646","N/A","104.67.6.71","443","N/A","6"
"TCP_ACCELERATED","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:24 PM","Information","10.6.162.46","49644","fe3.delivery.mp.microsoft.com:443/","64.4.54.18","443","N/A","7"
"DIRECT","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:24 PM","Access Permitted","10.6.162.46","49635","N/A","23.10.130.253","443","N/A","6"
"TCP_ACCELERATED","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:24 PM","Information","10.6.162.46","49638","disc801.prod.do.dsp.mp.microsoft.com:443/","23.10.130.253","443","N/A","7"
"TCP_CLIENT_REFRESH","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:24 PM","Object Not Cached","10.6.162.46","49637","dl.delivery.mp.microsoft.com","72.22.185.206","80","N/A","6"
"DIRECT","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:24 PM","Access Permitted","10.6.162.46","49638","N/A","23.10.130.253","443","N/A","6"
"TCP_ACCELERATED","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:24 PM","Information","10.6.162.46","49635","cp801.prod.do.dsp.mp.microsoft.com:443/","23.10.130.253","443","N/A","7"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:23 PM","Object Not Cached","10.6.162.46","49599","2.dl.delivery.mp.microsoft.com","72.22.185.198","80","N/A","6"
"TCP_ACCELERATED","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:23 PM","Information","10.6.162.46","49633","cp801.prod.do.dsp.mp.microsoft.com:443/","23.10.130.253","443","N/A","7"
"DIRECT","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:23 PM","Access Permitted","10.6.162.46","49633","N/A","23.10.130.253","443","N/A","6"
"DIRECT","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:23 PM","Access Permitted","10.6.162.46","49631","N/A","52.177.83.224","443","N/A","6"
"TCP_ACCELERATED","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:23 PM","Information","10.6.162.46","49631","tsfe.trafficshaping.dsp.mp.microsoft.com:443/","52.177.83.224","443","N/A","7"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:22 PM","Object Not Cached","10.6.162.46","49612","9.dl.delivery.mp.microsoft.com","205.185.216.42","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:21 PM","Object Not Cached","10.6.162.46","49599","2.dl.delivery.mp.microsoft.com","72.22.185.198","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:19 PM","Object Not Cached","10.6.162.46","49599","2.dl.delivery.mp.microsoft.com","72.22.185.198","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:18 PM","Object Not Cached","10.6.162.46","49625","9.tlu.dl.delivery.mp.microsoft.com","205.185.216.10","80","N/A","6"
"DIRECT","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:18 PM","Access Permitted","10.6.162.46","49623","N/A","64.4.54.18","443","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","14","Sep 27, 2019, 12:38:18 PM","Object Not Cached","10.6.162.46","49625","9.tlu.dl.delivery.mp.microsoft.com","205.185.216.10","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:17 PM","Object Not Cached","10.6.162.46","49621","9.tlu.dl.delivery.mp.microsoft.com","205.185.216.10","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:17 PM","Object Not Cached","10.6.162.46","49622","9.tlu.dl.delivery.mp.microsoft.com","205.185.216.10","80","N/A","6"
"TCP_ACCELERATED","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:17 PM","Information","10.6.162.46","49623","fe3.delivery.mp.microsoft.com:443/","64.4.54.18","443","N/A","7"
"TCP_CLIENT_REFRESH","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:17 PM","Object Not Cached","10.6.162.46","49619","dl.delivery.mp.microsoft.com","72.22.185.206","80","N/A","6"
"TCP_CLIENT_REFRESH","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:17 PM","Object Not Cached","10.6.162.46","49616","dl.delivery.mp.microsoft.com","72.22.185.206","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:16 PM","Object Not Cached","10.6.162.46","49612","9.dl.delivery.mp.microsoft.com","205.185.216.42","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:16 PM","Object Not Cached","10.6.162.46","49613","9.dl.delivery.mp.microsoft.com","205.185.216.42","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:16 PM","Object Not Cached","10.6.162.46","49612","9.dl.delivery.mp.microsoft.com","205.185.216.42","80","N/A","6"
"DIRECT","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:16 PM","Access Permitted","10.6.162.46","49406","N/A","192.30.253.112","443","N/A","6"
"DIRECT","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:16 PM","Access Permitted","10.6.162.46","49407","N/A","192.30.253.116","443","N/A","6"
"TCP_ACCELERATED","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:16 PM","Information","10.6.162.46","49607","github.com:443/","192.30.253.112","443","N/A","7"
"DIRECT","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:16 PM","Access Permitted","10.6.162.46","49405","N/A","3.224.219.57","443","wgonzalez","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:16 PM","Object Not Cached","10.6.162.46","49606","11.tlu.dl.delivery.mp.microsoft.com","72.21.81.240","80","N/A","6"
"DIRECT","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:16 PM","Access Permitted","10.6.162.46","49460","N/A","185.199.109.154","443","wgonzalez","6"
"DIRECT","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:16 PM","Access Permitted","10.6.162.46","49404","N/A","192.30.253.112","443","N/A","6"
"DIRECT","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:16 PM","Access Permitted","10.6.162.46","49420","N/A","192.30.253.112","443","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:16 PM","Object Not Cached","10.6.162.46","49606","11.tlu.dl.delivery.mp.microsoft.com","72.21.81.240","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:16 PM","Object Not Cached","10.6.162.46","49609","11.dl.delivery.mp.microsoft.com","72.21.81.240","80","N/A","6"
"TCP_ACCELERATED","Bluecoat Logs - rfpproxy2","6","Sep 27, 2019, 12:38:16 PM","Information","10.6.162.46","49620","disc801.prod.do.dsp.mp.microsoft.com:443/","23.10.130.253","443","N/A","7"
"DIRECT","Bluecoat Logs - rfpproxy2","6","Sep 27, 2019, 12:38:16 PM","Access Permitted","10.6.162.46","49620","N/A","23.10.130.253","443","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","30","Sep 27, 2019, 12:38:16 PM","Object Not Cached","10.6.162.46","49606","11.tlu.dl.delivery.mp.microsoft.com","72.21.81.240","80","N/A","6"
"TCP_ACCELERATED","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:16 PM","Information","10.6.162.46","49604","disc801.prod.do.dsp.mp.microsoft.com:443/","23.10.130.253","443","N/A","7"
"TCP_ACCELERATED","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:16 PM","Information","10.6.162.46","49603","cp801.prod.do.dsp.mp.microsoft.com:443/","23.10.130.253","443","N/A","7"
"DIRECT","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:16 PM","Access Permitted","10.6.162.46","49603","N/A","23.10.130.253","443","N/A","6"
"DIRECT","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:16 PM","Access Permitted","10.6.162.46","49604","N/A","23.10.130.253","443","N/A","6"
"TCP_CLIENT_REFRESH","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:16 PM","Object Not Cached","10.6.162.46","49605","dl.delivery.mp.microsoft.com","72.22.185.206","80","N/A","6"
"TCP_ACCELERATED","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:16 PM","Information","10.6.162.46","49602","tsfe.trafficshaping.dsp.mp.microsoft.com:443/","52.177.83.224","443","N/A","7"
"DIRECT","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:16 PM","Access Permitted","10.6.162.46","49602","N/A","52.177.83.224","443","N/A","6"
"DIRECT","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:16 PM","Access Permitted","10.6.162.46","49601","N/A","64.4.54.18","443","N/A","6"
"TCP_ACCELERATED","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:15 PM","Information","10.6.162.46","49601","fe3.delivery.mp.microsoft.com:443/","64.4.54.18","443","N/A","7"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:15 PM","Object Not Cached","10.6.162.46","49599","2.dl.delivery.mp.microsoft.com","72.22.185.198","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:15 PM","Object Not Cached","10.6.162.46","49600","2.dl.delivery.mp.microsoft.com","72.22.185.198","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:15 PM","Object Not Cached","10.6.162.46","49599","2.dl.delivery.mp.microsoft.com","72.22.185.198","80","N/A","6"
"DIRECT","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:15 PM","Access Permitted","10.6.162.46","49598","N/A","23.10.130.253","443","N/A","6"
"DIRECT","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:15 PM","Access Permitted","10.6.162.46","49597","N/A","52.177.83.224","443","N/A","6"
"TCP_ACCELERATED","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:15 PM","Information","10.6.162.46","49598","cp801.prod.do.dsp.mp.microsoft.com:443/","23.10.130.253","443","N/A","7"
"DIRECT","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:15 PM","Access Permitted","10.6.162.46","49595","N/A","64.4.54.18","443","N/A","6"
"TCP_ACCELERATED","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:15 PM","Information","10.6.162.46","49597","tsfe.trafficshaping.dsp.mp.microsoft.com:443/","52.177.83.224","443","N/A","7"
"TCP_ACCELERATED","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:14 PM","Information","10.6.162.46","49595","fe3.delivery.mp.microsoft.com:443/","64.4.54.18","443","N/A","7"
"DIRECT","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:14 PM","Access Permitted","10.6.162.46","49594","N/A","52.177.83.224","443","N/A","6"
"TCP_ACCELERATED","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:14 PM","Information","10.6.162.46","49594","tsfe.trafficshaping.dsp.mp.microsoft.com:443/","52.177.83.224","443","N/A","7"
"DIRECT","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:10 PM","Access Permitted","10.6.162.46","49586","N/A","23.10.130.253","443","N/A","6"
"TCP_ACCELERATED","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:10 PM","Information","10.6.162.46","49586","disc801.prod.do.dsp.mp.microsoft.com:443/","23.10.130.253","443","N/A","7"
"DIRECT","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:10 PM","Access Permitted","10.6.162.46","49584","N/A","23.10.130.253","443","N/A","6"
"TCP_ACCELERATED","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:10 PM","Information","10.6.162.46","49584","cp801.prod.do.dsp.mp.microsoft.com:443/","23.10.130.253","443","N/A","7"
"TCP_CLIENT_REFRESH","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:10 PM","Object Not Cached","10.6.162.46","49585","dl.delivery.mp.microsoft.com","72.22.185.206","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:10 PM","Object Not Cached","10.6.162.46","49582","9.dl.delivery.mp.microsoft.com","205.185.216.42","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","2","Sep 27, 2019, 12:38:10 PM","Object Not Cached","10.6.162.46","49583","9.dl.delivery.mp.microsoft.com","205.185.216.42","80","N/A","6"
"DIRECT","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:10 PM","Access Permitted","10.6.162.46","49581","N/A","23.10.130.253","443","N/A","6"
"TCP_ACCELERATED","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:10 PM","Information","10.6.162.46","49581","cp801.prod.do.dsp.mp.microsoft.com:443/","23.10.130.253","443","N/A","7"
"DIRECT","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:10 PM","Access Permitted","10.6.162.46","49579","N/A","64.4.54.18","443","N/A","6"
"TCP_ACCELERATED","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:09 PM","Information","10.6.162.46","49579","fe3.delivery.mp.microsoft.com:443/","64.4.54.18","443","N/A","7"
"DIRECT","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:09 PM","Access Permitted","10.6.162.46","49578","N/A","52.177.83.224","443","N/A","6"
"TCP_ACCELERATED","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:09 PM","Information","10.6.162.46","49578","tsfe.trafficshaping.dsp.mp.microsoft.com:443/","52.177.83.224","443","N/A","7"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:09 PM","Object Not Cached","10.6.162.46","49528","9.dl.delivery.mp.microsoft.com","205.185.216.42","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","13","Sep 27, 2019, 12:38:08 PM","Object Not Cached","10.6.162.46","49587","9.tlu.dl.delivery.mp.microsoft.com","205.185.216.10","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:07 PM","Object Not Cached","10.6.162.46","49544","9.tlu.dl.delivery.mp.microsoft.com","205.185.216.10","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:07 PM","Object Not Cached","10.6.162.46","49544","9.tlu.dl.delivery.mp.microsoft.com","205.185.216.10","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:07 PM","Object Not Cached","10.6.162.46","49544","9.tlu.dl.delivery.mp.microsoft.com","205.185.216.10","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:06 PM","Object Not Cached","10.6.162.46","49528","9.dl.delivery.mp.microsoft.com","205.185.216.42","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:05 PM","Object Not Cached","10.6.162.46","49574","11.tlu.dl.delivery.mp.microsoft.com","72.21.81.240","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","14","Sep 27, 2019, 12:38:05 PM","Object Not Cached","10.6.162.46","49574","11.tlu.dl.delivery.mp.microsoft.com","72.21.81.240","80","N/A","6"
"TCP_CLIENT_REFRESH","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:05 PM","Object Not Cached","10.6.162.46","49572","dl.delivery.mp.microsoft.com","72.22.185.206","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:04 PM","Object Not Cached","10.6.162.46","49570","11.dl.delivery.mp.microsoft.com","72.21.81.240","80","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:04 PM","Object Not Cached","10.6.162.46","49570","11.dl.delivery.mp.microsoft.com","72.21.81.240","80","N/A","6"
"TCP_ACCELERATED","Bluecoat Logs - rfpproxy2","3","Sep 27, 2019, 12:38:04 PM","Information","10.6.162.46","49573","disc801.prod.do.dsp.mp.microsoft.com:443/","23.10.130.253","443","N/A","7"
"DIRECT","Bluecoat Logs - rfpproxy2","3","Sep 27, 2019, 12:38:04 PM","Access Permitted","10.6.162.46","49573","N/A","23.10.130.253","443","N/A","6"
"DIRECT","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:04 PM","Access Permitted","10.6.162.46","49566","N/A","64.4.54.18","443","N/A","6"
"TCP_ACCELERATED","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:04 PM","Information","10.6.162.46","49566","fe3.delivery.mp.microsoft.com:443/","64.4.54.18","443","N/A","7"
"DIRECT","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:03 PM","Access Permitted","10.6.162.46","49565","N/A","52.177.83.224","443","N/A","6"
"TCP_ACCELERATED","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:03 PM","Information","10.6.162.46","49565","tsfe.trafficshaping.dsp.mp.microsoft.com:443/","52.177.83.224","443","N/A","7"
"DIRECT","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:03 PM","Access Permitted","10.6.162.46","49561","N/A","64.4.54.18","443","N/A","6"
"TCP_MISS","Bluecoat Logs - rfpproxy2","1","Sep 27, 2019, 12:38:03 PM","Object Not Cached","10.6.162.46","49563","3.tlu.dl.delivery.mp.microsoft.com","8.253.38.235","80","N/A","6"
